List,Target,Word,Lexicality,Stratum,Root,KM_Dom_PoS,WF,CD,N,N_WF,N_CD,Length,Lemma,Ġabra_PoS,Gloss,NomGender,NomNumber,AdpPerson,AdpGender,AdpNumber,SubPerson,SubGender,SubNumber,DirPerson,DirGender,DirNumber,IndPerson,IndGender,IndNumber,Aspect,Polarity,SwapNeighbor,SwapOutcome,SwapWF,SwapCD
31,16256,ambaxxata,Real,Non-Semitic,No Root,NOUN,6322,2734,12,2115,1138,9,ambaxxata,NOUN,embassy,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,19060,ambaxxati,Real,Non-Semitic,No Root,NOUN,2079,1102,9,6348,2760,9,ambaxxata,NOUN,embassy,f,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,16116,ambaxxatur,Real,Non-Semitic,No Root,NOUN,6291,2991,14,1918,1201,10,ambaxxatur,NOUN,ambassador,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,17750,ambaxxaturi,Real,Non-Semitic,No Root,NOUN,1880,1164,9,6304,3004,11,ambaxxatur,NOUN,ambassador,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,17886,ambizzjoni,Real,Non-Semitic,No Root,NOUN,697,608,2,6,5,10,ambizzjoni,NOUN,ambition,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,15283,ambizzjonijiet,Real,Non-Semitic,No Root,NOUN,642,555,3,13,13,14,ambizzjoni,NOUN,ambition,f,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,13510,ambizzjuż,Real,Non-Semitic,No Root,ADJ,779,671,6,835,748,9,ambizzjuż,ADJ,ambitious,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,17553,ambizzjuża,Real,Non-Semitic,No Root,ADJ,303,275,6,1262,1100,10,ambizzjuż,ADJ,ambitious,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,18383,ambizzjużi,Real,Non-Semitic,No Root,ADJ,466,412,6,1102,964,10,ambizzjuż,ADJ,ambitious,mf,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,10181,ambjent,Real,Non-Semitic,No Root,NOUN,96991,22950,30,1462,1133,7,ambjent,NOUN,environment,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,18849,ambjentali,Real,Non-Semitic,No Root,ADJ,22145,8275,22,161,161,10,ambjentali,ADJ,environmental,mf,inv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,13404,ambjenti,Real,Non-Semitic,No Root,NOUN,1157,838,13,97119,23078,8,ambjent,NOUN,environment,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,10474,ambulanza,Real,Non-Semitic,No Root,NOUN,5437,4135,11,1947,1005,9,ambulanza,NOUN,ambulance,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
54,17713,ambulanzi,Real,Non-Semitic,No Root,NOUN,1884,950,9,5523,4184,9,ambulanza,NOUN,ambulance,f,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,14778,amerikan,Real,Non-Semitic,No Root,ADJ,9464,6209,20,21427,12993,8,amerikan,ADJ,american,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,19376,amerikana,Real,Non-Semitic,No Root,ADJ,4816,3350,17,15836,10260,9,amerikan,ADJ,american,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,16146,amerikani,Real,Non-Semitic,No Root,ADJ,6334,4013,22,14313,9592,9,amerikan,ADJ,american,mf,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55,20339,ammess,Real,Non-Semitic,No Root,VERB,232,183,10,830,526,6,ammess,ADJ,admitted,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,14498,ammessi,Real,Non-Semitic,No Root,VERB,598,355,6,452,342,7,ammess,ADJ,admitted,mf,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,14496,amministrat,Real,Non-Semitic,No Root,PART-PASS,1002,840,13,2921,2171,11,amministrat,ADJ,administered,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,18805,amministrattiv,Real,Non-Semitic,No Root,ADJ,7206,3862,24,17068,9245,14,amministrattiv,ADJ,administrative,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,11249,amministrattiva,Real,Non-Semitic,No Root,ADJ,6380,3348,21,17829,9712,15,amministrattiv,ADJ,administrative,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,15625,amministratur,Real,Non-Semitic,No Root,NOUN,1955,781,15,1097,784,13,amministratur,NOUN,administrator,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40,19624,amministraturi,Real,Non-Semitic,No Root,NOUN,1010,704,10,2023,843,14,amministratur,NOUN,administrator,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
53,16467,amministrazzjoni,Real,Non-Semitic,No Root,NOUN,34820,13129,49,836,747,16,amministrazzjoni,NOUN,administration,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,10794,amministrazzjonijiet,Real,Non-Semitic,No Root,NOUN,1604,1133,14,50,50,20,amministrazzjoni,NOUN,administration,f,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,16896,ammont,Real,Non-Semitic,No Root,NOUN,67699,20672,33,13555,7245,6,ammont,NOUN,amount,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,17780,ammonti,Real,Non-Semitic,No Root,NOUN,11380,5533,13,69327,21983,7,ammont,NOUN,amount,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55,29042,anakronistika,Real,Non-Semitic,No Root,ADJ,53,43,1,35,26,13,anakronistiku,ADJ,anachronistic,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,15737,analitiċi,Real,Non-Semitic,No Root,ADJ,511,252,5,10,10,9,analitiku,ADJ,analytic,mf,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,10946,analitika,Real,Non-Semitic,No Root,ADJ,388,247,6,556,345,9,analitiku,ADJ,analytic,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,15628,analitiku,Real,Non-Semitic,No Root,ADJ,549,338,5,402,261,9,analitiku,ADJ,analytic,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,13177,analiżi,Real,Non-Semitic,No Root,NOUN,13551,6430,26,3658,1664,7,analiżi,NOUN,analysis,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,16766,analizzat,Real,Non-Semitic,No Root,PART-PASS,1092,961,19,2555,2215,9,analizzat,ADJ,analysed,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,19551,analizzati,Real,Non-Semitic,No Root,PART-PASS,1173,973,11,1795,1568,10,analizzat,ADJ,analysed,mf,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,15797,anarkika,Real,Non-Semitic,No Root,ADJ,31,30,3,311,253,8,anarkiku,ADJ,anarchic,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,20341,anarkiku,Real,Non-Semitic,No Root,ADJ,31,30,2,32,31,8,anarkiku,ADJ,anarchic,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,10431,anġli,Real,Non-Semitic,No Root,NOUN,692,518,7,13365,4596,5,anġlu,NOUN,angel,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,12203,anġlu,Real,Non-Semitic,No Root,NOUN-PROP,13237,4499,11,2859,1645,5,anġlu,NOUN,angel,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,15936,angoli,Real,Non-Semitic,No Root,NOUN,402,293,7,1719,780,6,angolu,NOUN,angle,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,18525,angolu,Real,Non-Semitic,No Root,NOUN,1225,576,5,2965,1547,6,angolu,NOUN,angle,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55,19996,anke,Real,Non-Semitic,No Root,FOC,224171,52420,47,30614,15966,4,anke,ADV,even,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,14468,anki,Real,Non-Semitic,No Root,FOC,28728,14566,46,255619,68193,4,anki,ADV,also,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,16056,ankra,Real,Non-Semitic,No Root,NOUN,206,171,18,1210,980,5,ankra,NOUN,anchor,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,12329,annimal,Real,Non-Semitic,No Root,NOUN,4070,1508,11,34863,8395,7,annimal,NOUN,animal,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,11192,annimali,Real,Non-Semitic,No Root,NOUN,33239,7513,24,4394,1773,8,annimal,NOUN,animal,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,14449,anqas,Real,Semitic,n-q-s,FOC,29052,13213,28,169110,63068,5,anqas,ADV,less than,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,20342,antenat,Real,Non-Semitic,No Root,NOUN,47,40,5,438,384,7,antenat,NOUN,ancestor,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,16770,antenati,Real,Non-Semitic,No Root,NOUN,413,359,7,78,71,8,antenat,NOUN,ancestor,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55,19429,antibijotiċi,Real,Non-Semitic,No Root,NOUN,617,276,8,293,150,12,antibijotiku,NOUN,antibiotic,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
50,20343,antibijotiku,Real,Non-Semitic,No Root,ADJ,58,30,4,76,35,12,antibijotiku,NOUN,antibiotic,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,11917,antik,Real,Non-Semitic,No Root,ADJ,5194,3829,15,16236,10768,5,antik,ADJ,antique,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
49,16385,antika,Real,Non-Semitic,No Root,ADJ,5286,3785,13,10438,7507,6,antik,ADJ,antique,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,14486,antiki,Real,Non-Semitic,No Root,ADJ,4766,3533,12,10501,7635,6,antik,ADJ,antique,mf,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40,20344,antikità,Real,Non-Semitic,No Root,NOUN,82,73,2,22,21,8,antikità,NOUN,antiquity (historical period),f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,20345,antikitajiet,Real,Non-Semitic,No Root,NOUN,343,207,1,1,1,12,antikità,NOUN,antiquity (historical period),-,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9,12190,anzjan,Real,Non-Semitic,No Root,NOUN,8745,4218,14,61927,16210,6,anzjan,NOUN,senior citizen,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
45,16005,anzjana,Real,Non-Semitic,No Root,NOUN,6317,3265,17,64278,17087,7,anzjan,NOUN,senior citizen,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,10096,anzjani,Real,Non-Semitic,No Root,NOUN,55483,12832,26,15217,7629,7,anzjan,NOUN,senior citizen,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,20346,apatija,Real,Non-Semitic,No Root,NOUN,485,406,9,68,61,7,apatija,NOUN,apathy,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,12065,apert,Real,Non-Semitic,No Root,NOUN,609,540,11,943,700,5,apert,NOUN,open air,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,20347,apertura,Real,Non-Semitic,No Root,NOUN,124,73,7,818,594,8,apertura,NOUN,aperture,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,16327,aperturi,Real,Non-Semitic,No Root,NOUN,808,584,5,169,105,8,apertura,NOUN,aperture,-,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,16851,apparat,Real,Non-Semitic,No Root,NOUN,22614,8679,20,810,452,7,apparat,NOUN,apparatus,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41,16286,apparati,Real,Non-Semitic,No Root,NOUN,551,219,11,51277,23192,8,apparat,NOUN,apparatus,-,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,16691,appartament,Real,Non-Semitic,No Root,NOUN,9147,3996,23,9065,4431,11,appartament,NOUN,flat,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,16857,appartamenti,Real,Non-Semitic,No Root,NOUN,8878,4266,15,9260,4103,12,appartament,NOUN,flat,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55,20119,appena,Real,Non-Semitic,No Root,VERB,1941,1639,9,29,23,6,appena,ADV,as soon as,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40,17173,applikat,Real,Non-Semitic,No Root,PART-PASS,6011,3950,26,37700,17631,8,applikat,ADJ,applied,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,14910,applikata,Real,Non-Semitic,No Root,PART-PASS,8024,3257,24,12925,7871,9,applikat,ADJ,applied,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,17431,applikati,Real,Non-Semitic,No Root,PART-PASS,6245,3461,25,22608,11160,9,applikat,ADJ,applied,mf,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,19967,applikazzjoni,Real,Non-Semitic,No Root,NOUN,62261,14840,55,503,454,13,applikazzjoni,NOUN,application,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,16513,applikazzjonijiet,Real,Non-Semitic,No Root,NOUN,29079,8875,48,653,591,17,applikazzjoni,NOUN,application,f,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,16225,appoġġ,Real,Non-Semitic,No Root,NOUN,26830,15108,18,339,311,6,appoġġ,NOUN,support,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,13702,appostli,Real,Non-Semitic,No Root,NOUN,792,555,7,526,408,8,appostlu,NOUN,apostle,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,18020,appostlu,Real,Non-Semitic,No Root,NOUN-PROP,514,396,5,796,559,8,appostlu,NOUN,apostle,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,17081,appostolika,Real,Non-Semitic,No Root,ADJ,343,259,5,656,483,11,appostoliku,ADJ,apostolic,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,15806,apprezzat,Real,Non-Semitic,No Root,PART-PASS,1132,1024,18,2041,1906,9,apprezzat,ADJ,appreciated,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55,20281,apprezzati,Real,Non-Semitic,No Root,PART-PASS,473,448,9,1748,1603,10,apprezzat,ADJ,appreciated,mf,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,19019,approprjat,Real,Non-Semitic,No Root,PART-PASS,2075,740,20,2018,982,10,approprjat,ADJ,appropriated,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,17789,approprjati,Real,Non-Semitic,No Root,PART-PASS,1275,502,12,2723,1121,11,approprjat,ADJ,appropriated,mf,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,10355,approvat,Real,Non-Semitic,No Root,PART-PASS,13535,7562,27,28738,17610,8,approvat,ADJ,approved,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52,18090,approvata,Real,Non-Semitic,No Root,PART-PASS,7127,4514,19,27698,14643,9,approvat,ADJ,approved,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,13570,approvati,Real,Non-Semitic,No Root,PART-PASS,13559,6525,24,21117,12499,9,approvat,ADJ,approved,mf,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,19285,appuntament,Real,Non-Semitic,No Root,NOUN,4069,2651,12,1386,978,11,appuntament,NOUN,appointment,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,17851,appuntamenti,Real,Non-Semitic,No Root,NOUN,1352,952,5,4085,2660,12,appuntament,NOUN,appointment,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,12774,aptit,Real,Non-Semitic,No Root,NOUN,1130,830,14,51,40,5,aptit,NOUN,appetite,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,20348,aqbad,Real,Semitic,q-b-d,VERB,277,233,12,14381,9879,5,qabad,VERB,to catch,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,imp,pos,-,-,-,-
17,13512,aqbeż,Real,Semitic,q-b-ż,VERB,29,24,4,8011,5935,5,qabeż,VERB,to jump,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,imp,pos,-,-,-,-
36,18234,aqdef,Real,Semitic,q-d-f,NOUN-PROP,10,8,3,438,390,5,qadef,VERB,to row,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,imp,pos,-,-,-,-
19,14790,aqra,Real,Semitic,q-r-j,NOUN-PROP,1270,699,40,67038,39726,4,qara,VERB,to read,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,imp,pos,-,-,-,-
24,14451,aqwa,Real,Semitic,q-w-j,ADJ,25945,15923,27,5777,3475,4,qawwi,ADJ,strong,mf,inv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,13025,ara,Real,Semitic,r-'-j,VERB,22740,12050,152,871105,304608,3,ra,VERB,to see,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,imp,pos,-,-,-,-
52,18938,araw,Real,Semitic,r-'-j,VERB,1415,1097,47,136816,56626,4,ra,VERB,to see,-,-,-,-,-,p2,-,pl,-,-,-,-,-,-,imp,pos,-,-,-,-
3,10883,arbitru,Real,Non-Semitic,No Root,NOUN,1518,432,8,536,182,7,arbitru,NOUN,referee,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,11889,arbli,Real,Non-Semitic,No Root,NOUN,1887,1004,9,2546,1604,5,arblu,NOUN,mast,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,10854,arblu,Real,Non-Semitic,No Root,NOUN,2079,1196,8,1909,1024,5,arblu,NOUN,mast,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,20349,arċipelagu,Real,Non-Semitic,No Root,NOUN,122,110,3,26,17,10,arċipelagu,NOUN,archipelago,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,16913,arċisqfijiet,Real,Non-Semitic,No Root,NOUN,25,23,1,7,1,12,arċisqof,NOUN,archbishop,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,19427,arċisqof,Real,Non-Semitic,No Root,NOUN,11720,4839,18,649,383,8,arċisqof,NOUN,archbishop,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
53,19485,arena,Real,Non-Semitic,No Root,NOUN,1119,903,36,22010,6580,5,arena,NOUN,arena,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,17506,argument,Real,Non-Semitic,No Root,NOUN,23128,8634,23,9222,5421,8,argument,NOUN,argument,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,18528,argumenti,Real,Non-Semitic,No Root,NOUN,8160,4512,9,24125,9480,9,argument,NOUN,argument,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,15360,arja,Real,Non-Semitic,No Root,NOUN,15351,7258,62,55510,25535,4,arja,NOUN,air,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41,20350,ark,Real,Non-Semitic,No Root,NOUN-PROP,229,127,72,138669,54016,3,ark,NOUN,bow (e.g. of a string instrument),m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,13046,arkanġli,Real,Non-Semitic,No Root,NOUN,21,16,1,97,61,8,arkanġlu,NOUN,archangel,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,20351,arkanġlu,Real,Non-Semitic,No Root,NOUN-PROP,97,61,2,23,18,8,arkanġlu,NOUN,archangel,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,17454,arkata,Real,Non-Semitic,No Root,NOUN,371,262,8,11885,5382,6,ark,NOUN,bow (e.g. of a string instrument),f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,20169,arkati,Real,Non-Semitic,No Root,NOUN,408,321,12,12589,7182,6,ark,NOUN,bow (e.g. of a string instrument),m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,14284,arkeoloġiċi,Real,Non-Semitic,No Root,ADJ,777,501,12,70,65,11,arkeoloġiku,ADJ,archaeological,mf,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,12421,arkeoloġika,Real,Non-Semitic,No Root,ADJ,297,239,8,1592,1127,11,arkeoloġiku,ADJ,archaeological,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,17430,arkeoloġiku,Real,Non-Semitic,No Root,ADJ,625,443,8,333,272,11,arkeoloġiku,ADJ,archaeological,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,16907,arkitettoniku,Real,Non-Semitic,No Root,ADJ,538,435,8,167,154,13,arkitettoniku,ADJ,architectural,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,19031,arkivji,Real,Non-Semitic,No Root,NOUN,3616,1519,8,812,352,7,arkivju,NOUN,archive,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,16114,arkivju,Real,Non-Semitic,No Root,NOUN,799,339,3,3618,1521,7,arkivju,NOUN,archive,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,10582,arloġġ,Real,Non-Semitic,No Root,NOUN,3557,1870,10,1223,670,6,arloġġ,NOUN,clock,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,13845,arloġġi,Real,Non-Semitic,No Root,NOUN,973,565,4,3562,1875,7,arloġġ,NOUN,clock,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,11232,arma,Real,Non-Semitic,No Root,NOUN,7061,4219,65,81649,36967,4,arma,NOUN,weapon,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,16395,armar,Real,Non-Semitic,r-m-j-1,NOUN,2312,1285,29,15860,9616,5,armar,NOUN,equipment,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,13644,armat,Real,Non-Semitic,No Root,PART-PASS,1820,1508,22,32564,17731,5,armat,ADJ,armed,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,13891,armata,Real,Non-Semitic,No Root,NOUN,10650,5006,19,14578,8833,6,armata,NOUN,army (military),f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,10425,armati,Real,Non-Semitic,No Root,PART-PASS,12076,6852,24,13211,7080,6,armata,NOUN,army (military),-,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,11436,armi,Real,Non-Semitic,No Root,NOUN,8467,3653,49,29605,15308,4,arma,NOUN,weapon,f,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,18169,armla,Real,Semitic,r-m-l,NOUN,1842,1040,5,7067,4225,5,armel,NOUN,widower,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,13313,armonjuż,Real,Non-Semitic,No Root,ADJ,123,110,5,90,85,8,armonjuż,ADJ,evincing harmony,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,20352,arrest,Real,Non-Semitic,No Root,NOUN,11580,6301,26,736,637,6,arrest,NOUN,arrest,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
45,18267,arrestat,Real,Non-Semitic,No Root,NOUN,5634,4222,22,5146,3805,8,arrestat,ADJ,arrested,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,17519,arrestata,Real,Non-Semitic,No Root,PART-PASS,1044,684,11,9039,6688,9,arrestat,ADJ,arrested,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,16155,arrestati,Real,Non-Semitic,No Root,PART-PASS,3364,2425,19,6730,4958,9,arrestat,ADJ,arrested,mf,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,17321,arresti,Real,Non-Semitic,No Root,NOUN,482,405,15,11701,6415,7,arrest,NOUN,arrest,m,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,15912,arroganza,Real,Non-Semitic,No Root,NOUN,4128,2704,11,24,22,9,arroganza,NOUN,arrogance,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11,11453,art,Real,Semitic,No Root,NOUN,71262,22517,101,206645,61334,3,art,NOUN,floor,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,13351,arterja,Real,Non-Semitic,No Root,NOUN,418,337,6,545,413,7,arterja,NOUN,artery,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,13307,arterji,Real,Non-Semitic,No Root,NOUN,537,407,4,422,341,7,arterja,NOUN,artery,f,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,12955,arti,Real,Non-Semitic,No Root,NOUN,14540,6843,68,300095,91745,4,arti,NOUN,art,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,11932,artiġjanat,Real,Non-Semitic,No Root,NOUN,1429,617,14,870,568,10,artiġjanat,NOUN,handicrafts,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,14837,artijiet,Real,Semitic,No Root,NOUN,13622,4993,19,45183,14173,8,art,NOUN,floor,f,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
